Employee_ID,Month_Label,Department,Team,Workload_Units,Completed_Units,Productive_Hours,Available_Hours,Productivity_Percentage,Capacity_Utilization_Percentage,Month,OT_Hours,OT_Productivity_Status
E0009,2026-03,Technology,TEC-B,80,63,143.0,160,78.75,89.38,2026-03,6.78,Normal OT
E0009,2026-04,Technology,TEC-B,81,72,152.5,160,88.89,95.31,2026-04,7.63,Normal OT
E0009,2026-05,Technology,TEC-B,94,64,141.2,160,68.09,88.25,2026-05,3.62,Normal OT
E0009,2026-06,Technology,TEC-B,86,75,157.1,160,87.21,98.19,2026-06,10.09,High OT - Low Productivity - Inefficiency Risk
E0009,2026-07,Technology,TEC-B,98,77,167.2,160,78.57,104.5,2026-07,8.08,Normal OT
E0009,2026-08,Technology,TEC-B,109,75,165.9,160,68.81,103.69,2026-08,10.32,High OT - Low Productivity - Inefficiency Risk
E0010,2026-07,Operations,OPS-B,159,82,97.3,160,51.57,60.81,2026-07,12.89,High OT - Low Productivity - Inefficiency Risk
E0010,2026-08,Operations,OPS-B,139,67,86.6,160,48.2,54.12,2026-08,6.16,Normal OT
E0011,2026-01,Sales,SAL-A,39,37,131.5,160,94.87,82.19,2026-01,5.04,Normal OT
E0011,2026-02,Sales,SAL-A,46,45,154.3,160,97.83,96.44,2026-02,0.71,Normal OT
E0011,2026-03,Sales,SAL-A,43,39,146.1,160,90.7,91.31,2026-03,10.35,High OT - High Productivity
E0011,2026-04,Sales,SAL-A,46,36,120.6,160,78.26,75.37,2026-04,3.31,Normal OT
E0011,2026-05,Sales,SAL-A,48,36,122.7,160,75.0,76.69,2026-05,4.41,Normal OT
E0011,2026-06,Sales,SAL-A,49,39,130.1,160,79.59,81.31,2026-06,3.84,Normal OT
E0011,2026-07,Sales,SAL-A,47,34,117.0,160,72.34,73.12,2026-07,0.89,Normal OT
E0011,2026-08,Sales,SAL-A,46,39,139.3,160,84.78,87.06,2026-08,6.76,Normal OT
E0012,2026-01,Marketing,MKT-A,78,69,128.6,160,88.46,80.38,2026-01,1.95,Normal OT
E0012,2026-02,Marketing,MKT-A,83,80,142.6,160,96.39,89.12,,0.0,Normal OT
E0012,2026-03,Marketing,MKT-A,91,85,154.9,160,93.41,96.81,2026-03,1.82,Normal OT
E0012,2026-04,Marketing,MKT-A,91,84,146.1,160,92.31,91.31,2026-04,1.46,Normal OT
E0012,2026-05,Marketing,MKT-A,88,89,155.4,160,101.14,97.12,2026-05,7.54,Normal OT
E0012,2026-06,Marketing,MKT-A,95,85,156.3,160,89.47,97.69,2026-06,1.89,Normal OT
E0012,2026-07,Marketing,MKT-A,97,87,165.3,160,89.69,103.31,2026-07,10.59,High OT - High Productivity
E0012,2026-08,Marketing,MKT-A,97,77,134.5,160,79.38,84.06,2026-08,10.6,High OT - Low Productivity - Inefficiency Risk
E0013,2026-01,Customer Support,SUP-C,170,117,109.5,160,68.82,68.44,2026-01,4.57,Normal OT
E0013,2026-02,Customer Support,SUP-C,149,148,141.4,160,99.33,88.38,2026-02,8.85,Normal OT
E0013,2026-03,Customer Support,SUP-C,159,149,149.7,160,93.71,93.56,2026-03,3.19,Normal OT
E0013,2026-04,Customer Support,SUP-C,180,168,153.2,160,93.33,95.75,2026-04,8.76,Normal OT
E0013,2026-05,Customer Support,SUP-C,171,155,145.2,160,90.64,90.75,2026-05,10.24,High OT - High Productivity
E0013,2026-06,Customer Support,SUP-C,182,139,126.3,160,76.37,78.94,2026-06,17.27,High OT - Low Productivity - Inefficiency Risk
E0013,2026-07,Customer Support,SUP-C,161,140,129.6,160,86.96,81.0,2026-07,17.95,High OT - Low Productivity - Inefficiency Risk
E0013,2026-08,Customer Support,SUP-C,166,144,138.3,160,86.75,86.44,2026-08,4.75,Normal OT
E0014,2026-01,Quality,QUA-A,112,105,154.0,160,93.75,96.25,2026-01,9.69,High OT - High Productivity
E0014,2026-02,Quality,QUA-A,103,94,132.2,160,91.26,82.62,2026-02,4.45,Normal OT
E0014,2026-03,Quality,QUA-A,105,98,143.1,160,93.33,89.44,2026-03,8.83,Normal OT
E0014,2026-04,Quality,QUA-A,102,92,127.1,160,90.2,79.44,2026-04,5.14,Normal OT
E0014,2026-05,Quality,QUA-A,110,103,150.4,160,93.64,94.0,2026-05,3.09,Normal OT
E0014,2026-06,Quality,QUA-A,122,107,158.2,160,87.7,98.87,2026-06,5.73,Normal OT
E0014,2026-07,Quality,QUA-A,126,108,148.8,160,85.71,93.0,2026-07,11.27,High OT - Low Productivity - Inefficiency Risk
E0014,2026-08,Quality,QUA-A,115,109,154.2,160,94.78,96.37,2026-08,6.91,Normal OT
E0015,2026-01,Technology,TEC-B,69,63,127.0,160,91.3,79.38,2026-01,3.92,Normal OT
E0015,2026-02,Technology,TEC-B,77,73,161.6,160,94.81,101.0,2026-02,2.85,Normal OT
E0015,2026-03,Technology,TEC-B,77,69,154.3,160,89.61,96.44,2026-03,7.13,Normal OT
E0015,2026-04,Technology,TEC-B,85,65,136.4,160,76.47,85.25,2026-04,2.55,Normal OT
E0015,2026-05,Technology,TEC-B,94,67,141.2,160,71.28,88.25,2026-05,6.52,Normal OT
E0015,2026-06,Technology,TEC-B,92,71,156.3,160,77.17,97.69,2026-06,6.28,Normal OT
E0015,2026-07,Technology,TEC-B,104,66,135.1,160,63.46,84.44,2026-07,14.64,High OT - Low Productivity - Inefficiency Risk
E0015,2026-08,Technology,TEC-B,92,67,144.8,160,72.83,90.5,2026-08,13.01,High OT - Low Productivity - Inefficiency Risk
E0016,2026-04,Operations,OPS-A,139,79,95.0,160,56.83,59.38,2026-04,2.72,Normal OT
E0016,2026-05,Operations,OPS-A,146,79,100.0,160,54.11,62.5,2026-05,8.12,Normal OT
E0016,2026-06,Operations,OPS-A,150,90,113.2,160,60.0,70.75,2026-06,11.32,High OT - Low Productivity - Inefficiency Risk
E0016,2026-07,Operations,OPS-A,154,98,121.6,160,63.64,76.0,2026-07,10.92,High OT - Low Productivity - Inefficiency Risk
E0016,2026-08,Operations,OPS-A,142,107,126.0,160,75.35,78.75,2026-08,14.77,High OT - Low Productivity - Inefficiency Risk
E0017,2026-01,Customer Support,SUP-C,158,135,137.8,160,85.44,86.12,2026-01,3.2,Normal OT
E0017,2026-02,Customer Support,SUP-C,175,159,144.1,160,90.86,90.06,2026-02,5.83,Normal OT
E0017,2026-03,Customer Support,SUP-C,155,143,136.8,160,92.26,85.5,2026-03,5.38,Normal OT
E0017,2026-04,Customer Support,SUP-C,178,149,138.1,160,83.71,86.31,2026-04,15.3,High OT - Low Productivity - Inefficiency Risk
E0017,2026-05,Customer Support,SUP-C,176,139,136.0,160,78.98,85.0,2026-05,7.51,Normal OT
E0017,2026-06,Customer Support,SUP-C,156,149,146.4,160,95.51,91.5,2026-06,12.59,High OT - High Productivity
E0017,2026-07,Customer Support,SUP-C,162,151,146.6,160,93.21,91.62,2026-07,15.0,High OT - High Productivity
E0017,2026-08,Customer Support,SUP-C,191,146,141.3,160,76.44,88.31,2026-08,11.06,High OT - Low Productivity - Inefficiency Risk
E0018,2026-01,Quality,QUA-B,110,107,157.8,160,97.27,98.62,2026-01,2.28,Normal OT
E0018,2026-02,Quality,QUA-B,108,104,154.6,160,96.3,96.62,2026-02,3.12,Normal OT
E0018,2026-03,Quality,QUA-B,115,96,139.5,160,83.48,87.19,2026-03,3.24,Normal OT
E0018,2026-04,Quality,QUA-B,116,102,148.6,160,87.93,92.88,2026-04,3.42,Normal OT
E0018,2026-05,Quality,QUA-B,114,101,144.7,160,88.6,90.44,2026-05,9.7,High OT - High Productivity
E0018,2026-06,Quality,QUA-B,104,96,132.7,160,92.31,82.94,2026-06,9.7,High OT - High Productivity
E0018,2026-07,Quality,QUA-B,111,108,145.5,160,97.3,90.94,2026-07,6.58,Normal OT
E0018,2026-08,Quality,QUA-B,113,101,151.4,160,89.38,94.62,2026-08,2.79,Normal OT
E0019,2026-01,HR,HR-A,77,76,160.8,160,98.7,100.5,2026-01,1.8,Normal OT
E0019,2026-02,HR,HR-A,83,73,136.8,160,87.95,85.5,2026-02,2.67,Normal OT
E0019,2026-03,HR,HR-A,73,72,142.2,160,98.63,88.88,2026-03,2.55,Normal OT
E0019,2026-04,HR,HR-A,78,72,151.5,160,92.31,94.69,2026-04,4.65,Normal OT
E0019,2026-05,HR,HR-A,83,77,148.8,160,92.77,93.0,2026-05,1.3,Normal OT
E0019,2026-06,HR,HR-A,87,68,142.0,160,78.16,88.75,2026-06,2.96,Normal OT
E0019,2026-07,HR,HR-A,89,82,161.7,160,92.13,101.06,2026-07,1.79,Normal OT
E0019,2026-08,HR,HR-A,88,83,164.5,160,94.32,102.81,,0.0,Normal OT
E0020,2026-01,Customer Support,SUP-A,146,139,132.9,160,95.21,83.06,2026-01,10.23,High OT - High Productivity
E0020,2026-02,Customer Support,SUP-A,160,152,156.1,160,95.0,97.56,2026-02,6.95,Normal OT
E0020,2026-03,Customer Support,SUP-A,174,140,134.9,160,80.46,84.31,2026-03,10.2,High OT - Low Productivity - Inefficiency Risk
E0020,2026-04,Customer Support,SUP-A,151,153,153.1,160,101.32,95.69,2026-04,7.41,Normal OT
E0020,2026-05,Customer Support,SUP-A,154,140,137.9,160,90.91,86.19,2026-05,11.91,High OT - High Productivity
E0020,2026-06,Customer Support,SUP-A,158,141,135.0,160,89.24,84.38,2026-06,5.84,Normal OT
E0020,2026-07,Customer Support,SUP-A,187,165,169.7,160,88.24,106.06,2026-07,12.18,High OT - High Productivity
E0020,2026-08,Customer Support,SUP-A,187,172,162.9,160,91.98,101.81,2026-08,9.97,High OT - High Productivity
E0021,2026-01,Quality,QUA-A,113,102,149.2,160,90.27,93.25,2026-01,8.45,Normal OT
E0021,2026-02,Quality,QUA-A,112,94,130.3,160,83.93,81.44,2026-02,2.31,Normal OT
E0021,2026-03,Quality,QUA-A,111,106,148.4,160,95.5,92.75,2026-03,5.15,Normal OT
E0021,2026-04,Quality,QUA-A,108,100,145.3,160,92.59,90.81,2026-04,2.45,Normal OT
E0021,2026-05,Quality,QUA-A,112,104,138.7,160,92.86,86.69,2026-05,4.34,Normal OT
E0021,2026-06,Quality,QUA-A,113,104,144.9,160,92.04,90.56,2026-06,3.48,Normal OT
E0021,2026-07,Quality,QUA-A,120,98,139.7,160,81.67,87.31,2026-07,8.36,Normal OT
E0021,2026-08,Quality,QUA-A,121,109,151.4,160,90.08,94.62,2026-08,7.65,Normal OT
E0022,2026-01,Operations,OPS-B,123,89,107.2,160,72.36,67.0,2026-01,3.26,Normal OT
E0022,2026-02,Operations,OPS-B,125,86,103.7,160,68.8,64.81,2026-02,9.47,High OT - Low Productivity - Inefficiency Risk
E0022,2026-03,Operations,OPS-B,138,95,124.8,160,68.84,78.0,2026-03,7.43,Normal OT
E0022,2026-04,Operations,OPS-B,134,93,109.4,160,69.4,68.38,2026-04,9.11,High OT - Low Productivity - Inefficiency Risk
E0022,2026-05,Operations,OPS-B,144,100,122.4,160,69.44,76.5,2026-05,4.86,Normal OT
E0022,2026-06,Operations,OPS-B,132,104,122.1,160,78.79,76.31,2026-06,1.62,Normal OT
E0022,2026-07,Operations,OPS-B,145,99,127.8,160,68.28,79.88,2026-07,12.37,High OT - Low Productivity - Inefficiency Risk
E0022,2026-08,Operations,OPS-B,152,108,127.7,160,71.05,79.81,2026-08,14.52,High OT - Low Productivity - Inefficiency Risk
E0023,2026-06,Sales,SAL-A,44,28,100.0,160,63.64,62.5,,0.0,Normal OT
E0023,2026-07,Sales,SAL-A,51,24,87.7,160,47.06,54.81,2026-07,4.88,Normal OT
E0023,2026-08,Sales,SAL-A,55,29,104.4,160,52.73,65.25,2026-08,0.7,Normal OT
E0024,2026-01,Operations,OPS-C,129,115,152.8,160,89.15,95.5,2026-01,3.52,Normal OT
E0024,2026-02,Operations,OPS-C,134,121,147.7,160,90.3,92.31,2026-02,4.77,Normal OT
E0024,2026-03,Operations,OPS-C,127,106,136.2,160,83.46,85.12,2026-03,9.17,High OT - Low Productivity - Inefficiency Risk
E0024,2026-04,Operations,OPS-C,124,103,132.8,160,83.06,83.0,2026-04,6.56,Normal OT
E0024,2026-05,Operations,OPS-C,145,107,138.8,160,73.79,86.75,2026-05,4.71,Normal OT
E0024,2026-06,Operations,OPS-C,149,97,122.6,160,65.1,76.62,2026-06,11.1,High OT - Low Productivity - Inefficiency Risk
E0024,2026-07,Operations,OPS-C,158,109,136.3,160,68.99,85.19,2026-07,13.71,High OT - Low Productivity - Inefficiency Risk
E0024,2026-08,Operations,OPS-C,155,111,133.3,160,71.61,83.31,2026-08,17.8,High OT - Low Productivity - Inefficiency Risk
E0025,2026-01,HR,HR-A,72,66,124.3,160,91.67,77.69,2026-01,7.79,Normal OT
E0025,2026-02,HR,HR-A,84,73,150.2,160,86.9,93.88,2026-02,0.62,Normal OT
E0025,2026-03,HR,HR-A,78,80,152.7,160,102.56,95.44,2026-03,0.56,Normal OT
E0025,2026-04,HR,HR-A,73,69,134.9,160,94.52,84.31,,0.0,Normal OT
E0025,2026-05,HR,HR-A,83,82,157.8,160,98.8,98.62,2026-05,3.16,Normal OT
E0025,2026-06,HR,HR-A,82,70,132.0,160,85.37,82.5,2026-06,5.5,Normal OT
E0025,2026-07,HR,HR-A,88,72,149.8,160,81.82,93.62,2026-07,1.35,Normal OT
E0025,2026-08,HR,HR-A,80,71,148.2,160,88.75,92.62,,0.0,Normal OT
E0026,2026-01,Customer Support,SUP-C,161,158,145.9,160,98.14,91.19,2026-01,1.7,Normal OT
E0026,2026-02,Customer Support,SUP-C,160,145,135.4,160,90.62,84.62,2026-02,4.43,Normal OT
E0026,2026-03,Customer Support,SUP-C,174,149,144.7,160,85.63,90.44,2026-03,2.15,Normal OT
E0026,2026-04,Customer Support,SUP-C,152,145,148.1,160,95.39,92.56,2026-04,6.05,Normal OT
E0026,2026-05,Customer Support,SUP-C,168,149,147.1,160,88.69,91.94,2026-05,7.95,Normal OT
E0026,2026-06,Customer Support,SUP-C,157,138,137.7,160,87.9,86.06,2026-06,5.04,Normal OT
E0026,2026-07,Customer Support,SUP-C,188,138,142.0,160,73.4,88.75,2026-07,20.04,High OT - Low Productivity - Inefficiency Risk
E0026,2026-08,Customer Support,SUP-C,174,163,163.2,160,93.68,102.0,2026-08,8.53,Normal OT
E0027,2026-01,Operations,OPS-B,123,112,130.6,160,91.06,81.62,2026-01,11.4,High OT - High Productivity
E0027,2026-02,Operations,OPS-B,122,113,132.9,160,92.62,83.06,2026-02,0.8,Normal OT
E0027,2026-03,Operations,OPS-B,136,115,135.5,160,84.56,84.69,2026-03,6.12,Normal OT
E0027,2026-04,Operations,OPS-B,140,113,141.6,160,80.71,88.5,2026-04,1.72,Normal OT
E0027,2026-05,Operations,OPS-B,152,102,133.0,160,67.11,83.12,2026-05,10.69,High OT - Low Productivity - Inefficiency Risk
E0027,2026-06,Operations,OPS-B,153,99,116.1,160,64.71,72.56,2026-06,5.59,Normal OT
E0027,2026-07,Operations,OPS-B,161,101,122.7,160,62.73,76.69,2026-07,13.92,High OT - Low Productivity - Inefficiency Risk
E0027,2026-08,Operations,OPS-B,152,91,111.4,160,59.87,69.62,2026-08,4.99,Normal OT
E0028,2026-01,Operations,OPS-A,127,123,153.0,160,96.85,95.62,2026-01,1.12,Normal OT
E0028,2026-02,Operations,OPS-A,139,107,136.9,160,76.98,85.56,2026-02,8.21,Normal OT
E0028,2026-03,Operations,OPS-A,134,117,144.2,160,87.31,90.12,2026-03,9.06,High OT - Low Productivity - Inefficiency Risk
E0028,2026-04,Operations,OPS-A,137,116,150.7,160,84.67,94.19,2026-04,11.16,High OT - Low Productivity - Inefficiency Risk
E0028,2026-05,Operations,OPS-A,143,105,133.6,160,73.43,83.5,2026-05,17.35,High OT - Low Productivity - Inefficiency Risk
E0028,2026-06,Operations,OPS-A,153,114,137.8,160,74.51,86.12,2026-06,13.22,High OT - Low Productivity - Inefficiency Risk
E0028,2026-07,Operations,OPS-A,143,99,116.6,160,69.23,72.88,2026-07,16.73,High OT - Low Productivity - Inefficiency Risk
E0028,2026-08,Operations,OPS-A,161,111,139.2,160,68.94,87.0,2026-08,6.86,Normal OT
E0029,2026-01,HR,HR-B,72,69,140.0,160,95.83,87.5,2026-01,1.44,Normal OT
E0029,2026-02,HR,HR-B,84,75,149.1,160,89.29,93.19,2026-02,1.33,Normal OT
E0029,2026-03,HR,HR-B,75,66,130.8,160,88.0,81.75,2026-03,2.54,Normal OT
E0029,2026-04,HR,HR-B,87,67,129.9,160,77.01,81.19,,0.0,Normal OT
E0029,2026-05,HR,HR-B,80,72,138.1,160,90.0,86.31,2026-05,0.96,Normal OT
E0029,2026-06,HR,HR-B,85,79,160.2,160,92.94,100.12,,0.0,Normal OT
E0029,2026-07,HR,HR-B,91,82,167.4,160,90.11,104.63,2026-07,1.19,Normal OT
E0029,2026-08,HR,HR-B,92,69,142.9,160,75.0,89.31,2026-08,1.86,Normal OT
E0030,2026-01,Quality,QUA-B,99,92,132.7,160,92.93,82.94,2026-01,8.54,Normal OT
E0030,2026-02,Quality,QUA-B,102,94,126.2,160,92.16,78.88,2026-02,0.77,Normal OT
E0030,2026-03,Quality,QUA-B,109,93,135.6,160,85.32,84.75,2026-03,2.95,Normal OT
E0030,2026-04,Quality,QUA-B,120,111,160.3,160,92.5,100.19,2026-04,3.66,Normal OT
E0030,2026-05,Quality,QUA-B,122,108,156.9,160,88.52,98.06,2026-05,3.67,Normal OT
E0030,2026-06,Quality,QUA-B,123,94,135.3,160,76.42,84.56,2026-06,6.09,Normal OT
E0030,2026-07,Quality,QUA-B,114,102,153.5,160,89.47,95.94,2026-07,2.07,Normal OT
E0030,2026-08,Quality,QUA-B,120,103,149.7,160,85.83,93.56,2026-08,8.37,Normal OT
E0031,2026-01,Sales,SAL-C,39,35,120.3,160,89.74,75.19,2026-01,7.23,Normal OT
E0031,2026-02,Sales,SAL-C,40,38,127.3,160,95.0,79.56,2026-02,5.26,Normal OT
E0031,2026-03,Sales,SAL-C,44,39,136.4,160,88.64,85.25,2026-03,6.55,Normal OT
E0031,2026-04,Sales,SAL-C,44,38,129.9,160,86.36,81.19,2026-04,3.5,Normal OT
E0031,2026-05,Sales,SAL-C,45,39,142.3,160,86.67,88.94,2026-05,3.09,Normal OT
E0031,2026-06,Sales,SAL-C,53,42,141.5,160,79.25,88.44,2026-06,5.13,Normal OT
E0031,2026-07,Sales,SAL-C,47,36,124.9,160,76.6,78.06,,0.0,Normal OT
E0032,2026-01,Operations,OPS-B,126,111,131.5,160,88.1,82.19,2026-01,5.99,Normal OT
E0032,2026-02,Operations,OPS-B,119,105,127.2,160,88.24,79.5,2026-02,6.42,Normal OT
E0032,2026-03,Operations,OPS-B,127,107,141.3,160,84.25,88.31,2026-03,10.06,High OT - Low Productivity - Inefficiency Risk
E0032,2026-04,Operations,OPS-B,133,114,138.4,160,85.71,86.5,2026-04,5.57,Normal OT
E0032,2026-05,Operations,OPS-B,134,118,144.9,160,88.06,90.56,2026-05,4.02,Normal OT
E0032,2026-06,Operations,OPS-B,150,96,122.9,160,64.0,76.81,2026-06,13.84,High OT - Low Productivity - Inefficiency Risk
E0032,2026-07,Operations,OPS-B,144,93,116.3,160,64.58,72.69,2026-07,6.37,Normal OT
E0032,2026-08,Operations,OPS-B,138,101,120.7,160,73.19,75.44,2026-08,5.43,Normal OT
E0033,2026-01,Operations,OPS-A,120,122,144.2,160,101.67,90.12,2026-01,4.91,Normal OT
E0033,2026-02,Operations,OPS-A,132,124,164.6,160,93.94,102.88,2026-02,11.56,High OT - High Productivity
E0033,2026-03,Operations,OPS-A,135,103,127.3,160,76.3,79.56,2026-03,6.99,Normal OT
E0033,2026-04,Operations,OPS-A,137,112,139.9,160,81.75,87.44,2026-04,10.0,High OT - Low Productivity - Inefficiency Risk
E0033,2026-05,Operations,OPS-A,140,104,134.2,160,74.29,83.87,2026-05,5.52,Normal OT
E0033,2026-06,Operations,OPS-A,152,113,136.5,160,74.34,85.31,2026-06,19.11,High OT - Low Productivity - Inefficiency Risk
E0033,2026-07,Operations,OPS-A,146,110,138.4,160,75.34,86.5,2026-07,18.13,High OT - Low Productivity - Inefficiency Risk
E0033,2026-08,Operations,OPS-A,158,96,115.1,160,60.76,71.94,2026-08,6.97,Normal OT
E0034,2026-01,Customer Support,SUP-A,156,147,137.2,160,94.23,85.75,2026-01,3.23,Normal OT
E0034,2026-02,Customer Support,SUP-A,151,152,137.2,160,100.66,85.75,2026-02,7.0,Normal OT
E0034,2026-03,Customer Support,SUP-A,152,139,132.7,160,91.45,82.94,2026-03,11.98,High OT - High Productivity
E0034,2026-04,Customer Support,SUP-A,175,169,154.9,160,96.57,96.81,2026-04,8.85,Normal OT
E0034,2026-05,Customer Support,SUP-A,161,149,142.6,160,92.55,89.12,2026-05,9.79,High OT - High Productivity
E0034,2026-06,Customer Support,SUP-A,154,152,145.7,160,98.7,91.06,2026-06,5.29,Normal OT
E0034,2026-07,Customer Support,SUP-A,182,164,160.0,160,90.11,100.0,2026-07,11.9,High OT - High Productivity
E0034,2026-08,Customer Support,SUP-A,177,141,129.9,160,79.66,81.19,2026-08,16.01,High OT - Low Productivity - Inefficiency Risk
E0035,2026-05,Sales,SAL-B,51,25,94.0,160,49.02,58.75,2026-05,3.38,Normal OT
